" Brilliant Direction and Superb Acting
",,"Fight Club is a brash slap in the face of consumerism and the working dead. It questions reality. It is strikingly thought provoking and visually stimulating. The direction is incredibly brilliant. Director David Fincher (Aliens, Se7en and The Game) is at his finest here warping both space and time, dropping in things here and there to make things clear. Edward Norton is excellent as Jack, the narrator of the movie. He is a nerdy insomniac who catalog shops at Ikea and has a going nowhere job. Brad Pitt is dynamic as Tyler Durden, an anarchistic man who lives in a run-down abandoned house and makes and sells soap for a living. Helen Bonham Carter is also great as Marla Singer, the manic-depressive chain-smoking woman in both their lives. Her role is critical and she plays it well.There has been some controversy about the violence in this film but it is not gratuitous violence, it is part of the story and serves it well. It is much less than what you would see in your average Hollywood blockbuster. This is actually an insightful film and in many ways similar to American Beauty, although this film is much more in your face about it's message. If you are squeamish, you may not want to see it. There are some very painful bloody scenes, but if you can stomach it, then check it out. There is also a huge twist in this film that almost rivals the twist at the end of The Sixth Sense. And I must admit, it is the twist in this film that made me really love it. The best audience for this film is men in their 20's or 30's, but anyone that can appreciate film as a modern art should like it. One of the best films of 1999.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" What a movie !
",,"This is one of the greatest movies ever. A really must see before you die!David Fincher is a very high skilled director. The leading actors of this movie are chosen very carefully and I guess this is Edward Norton's best actor performance.You can watch ""Fight Club"" more than once and you would never get bored of it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" G.O.A.T.
",,"This movie is one of the greatest of all time. It is adapted from a book by Chuck Palahniuk.
This movie has very interesting themes like emasculation, violence, chaos, societal breakdown, isolation, the threat of death and consumerism.
The direction is sublime. Perfect cinematography, pacing and editing. The twists and nuances of the book are captured perfectly. Also they did a good job with the inter-cuts.
Brad Pitt and Edward Norton were the perfect choice to lead this movie.
When you are watching the movie you just are glued to your seat, that is just how good it is.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" A Favorite and a Classic!
",spoiler,"Ever since I first watched this movie a few years back with some of my friends, I loved it. It became a sort of habit of ours to watch it every couple weeks or at least once a month while we laughed and quoted the whole thing for fun. 
 Anyways, what makes this movie better than what the 1999 box office credited it with, is the filmography. My favorite use of camera and film techniques probably had to be the moment where Tyler describes the meaningless of possessions in a shot inside their house as it wobbles from side to side. His calm demeanor reminds you more of Jack rather than himself and his more aggressive tone, creating a sense of foreshadowing the ultimate climax when Jack realizes he is Tyler and Tyler is him. It's also very interesting to see the change from a clear and sunny day in the city to the yellow-tinted bars, basements, and ultimately the abandoned house Jack and Tyler live in at night. There's a feeling of the underground's grime and dirt in these transitions, as well as a feel for the tougher moments in life that are a central theme in this movie.
 This movie also made a high ranking for me because it makes you think. In 1999, people were looking for stability in the shadow of Y2K. They weren't thinking about giving up everything they had, but preserving it and gathering more possessions, as highlighted throughout the film yet again as a central theme. This film goes exactly against contemporary consumer society at the time by instead of telling people to ""buy stuff we don't need"", it emphasizes the ideas of minimalism and even tribalism in some aspects when Tyler talks about ""starting over"" again. What sticks with this movie is that it's message still sticks to us today, perhaps even stronger than in 1999.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Probably the best movie of the decade
",,After,watching,this,movie,I,was,totally,filled,with,enthusiasm.,Fight,Club,is,definitly,Fincher's,best,movie,even,better,than,se7en.,It's,not,only,the,story,but,the,optics,which,fascinated,me.,When,I,had,seen,it,for,the,second,time,I,could,see,this,movie,with,the,knowledge,of,the,conclusion,which,is,really,fascinating,as,you'll,see,Fight,Club,in,a,totally,different,perspective.,Also,great,about,Fight,Club,is,its,soundtrack,performed,by,the,Dust,Brothers,and,especially,the,song,'Where,is,my,mind',by,the,Pixies,which,really,fit,to,the,end,of,the,movie.,Unfortunately,Fight,Club,didn't,have,much,success,in,Germany,but,anyway,the,movie,got,best,reviews,of,the,German,press.,I,also,have,to,mention,the,brilliance,of,Ed,Norton,and,Brad,Pitt,who,plays,best,in,roles,in,which,he,performs,the,villain.,But,it's,quiet,amazing,what,Edward,Norton,is,able,to,do,-,he,is,just,overwhelming.,For,that,role,he,has,to,get,the,oscar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Generally positive comments
",,"This film, is basically, at least in my opinion, one of the greatest films ever, period.  I read the book afterwards, and equally enjoyed the book. The film is definitely for younger people, the critics of films, in general are older, so they cannot appreciate this film.  The film defines the younger generation, only younger people can relate to it, however, older people(middle aged+) can appreciate the art of the film, the beauty of the camera work, as well as the excellent acting.  The film, in every aspect is fantastic, it begins with a rather humorous narration, from a person we grow to know as, ""narrator"".  It goes about to show how he lives, and his way of life.  In these scenes alone, movie lines that will go down in history are said, and it's only the first twenty minutes.  The film tends to progress faster and faster as the film continues.  We delve into the narrators psyche, and find that he is not unlike most people in this world, he has a tendency to say to people what they want to hear, even if it is not the truth in it's entirety.  Almost all folks can relate to the main character, and he feels to be a real human, not a character in a story.  This, is partially due to the excellent directing, as well as book, but it is mostly due to the fantastic performance by Edward Norton. It, in my opinion is an Oscar performance.  Bradd Pitt gives his best performance to date, he is definitely an excellent coworker with David Fincher, they seem to share a common thread when it comes to film making I suppose.  I have full intention of purchasing this film when it is released on VHS and DVD.  Do yourself a favour, see this film, if that is not an option, at least read the book.  If you are younger and feel unrest with society, this is the film.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Watch it atleast twice
",,"Beleive me if you want to feel this movie to the core watch it twice . It took me twice to analyse that this movie was something much more than just awesome
Brilliant acting by brad pitt maybe his best one, direction above par .
There is something much more in this movie than meets the eye .. Watch it and find for yourself",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" One of the most frustratingly misunderstood films of all time...
",spoiler,"To criticize a film for having a shallow or confused message is understandable. The problem with this criticism is that, in the case of ""Fight Club"", the movie's message is not confused. It knows exactly what it's saying; but many people don't.Not only do some people jump to the conclusion that ""Fight Club"" is condoning violent or sociopathic behavior, but they think it's condoning fascism and terrorism, when it's actually outright mocking it. It's showing the juvenile pointlessness of it. Not only do some people miss that it's satirizing the teenage-rebellion mentality, but they assume it's pandering to it.""Fight Club"" is the story of two people representing two extremes: the Narrator, a white-collar worker who's become a slave to consumerism and the social construct around him, and the other is Tyler Durden, a violent nihilist with no regard for society or others, who feels the human race has been emasculated by materialism and advertising. Essentially, these two are exact opposites. But as the two of them become friends, they start an underground boxing club for the catharsis of people who feel just as trapped and emotionally apathetic as they do. Ultimately, Tyler takes this entire concept and evolves it into ""Project Mayhem"", a group devoted to vandalism and general mischief, but from there, it actively grows into a terrorist organization.The thing that SHOULD be the giveaway that it's not promoting this behavior is through the DEATH of an innocent man as the result of these actions, and the fact that we see the misguided members of Project Mayhem lose their personal identities to a dangerous cult mentality. I said it once and I'll say it again: Project Mayhem and their violent beliefs are not being condoned. And yet, to give you an idea of just how much the themes in ""Fight Club"" are taken out of context, there was a real-life incident with a kid in Manhattan who, influenced by the movie, attempted to blow up a Starbucks, as the Space Monkeys are seen doing in this movie. Of course, despite how obvious it was that this behavior was being mocked in the movie (and, once again, how they show an innocent man get killed as a result), authorities proceeded to scapegoat this movie, as if it was the fault of the film itself that someone foolishly misinterpreted the message and attempted an act of terrorism. The film blatantly portrays Tyler Durden as a fascist and a terrorist, and yet, people actually think it's promoting him, simply because it doesn't outright tell you what to think. ""Fight Club"" is attacked by everyone from politically correct New-Agers and prudish moralists with mantras of ""ZOMG THIS MOVEEZ VIOLINZ FOR THE STOOPID TEENAEGERS LOLZ!11"" (and of course, shouted down by so-called cinephiles for being unconventional in nature, and for being a Hollywood film). I recommend actually thinking this film over instead of going by knee-jerk reaction. If the things that happen in this movie disturb you (especially the ending), then good. They SHOULD disturb you. In short: ""Fight Club"" is condoning Tyler Durden's actions and beliefs as much as ""Schindler's List"" is condoning the Holocaust.Of course, that's my take on how the message is misconstrued, so what else does ""Fight Club"" have to offer? Well, as you'd expect from Fincher, it's a remarkable-looking movie, and the actors make the absolute best of it. It's consistently funny, full of unforgettable characters and dialogue, and most of all, it captures the world and feel of Generation X quite unlike any movie I've ever seen. But therein lies something fascinating: it's the absolute film for its time and place, yet it doesn't feel dated at all. The reason, I theorize, is because it does such an outstanding job of making you a part of the time in which it's set, and giving us something timeless to think about.So what, in my opinion, is the true message of ""Fight Club""? ""Fight Club"" is--and this is important--NOT telling you what to think. It's simply asking you to reflect, question things. Question society, question the false prophets. Keep the balance between these two extremes (Narrator and Tyler)by being an individual.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Not what I expected. One of the best movies ever made.
",,"I had avoided this movie as I had assumed it was 'Rocky Goes Underground'. Saw it last night (May 2013) only because my son wanted to watch it and I was too tired to get off the couch. I was totally blown away. It has no resemblance to Rocky or any other boring boxing movie. Can't stop thinking about it today, certainly can't concentrate on work. Why? Because I totally identify with The Narrator and it seems from the comments here and from the consensus of viewer ratings that I am far from alone. Its not 'Macho Porn', or 'little-boy posturing' as Roger Ebert describes it. It is rather one of the most thought provoking movies I have ever seen.I unleashed my own Tyler Durden 10 years ago, not violently or illegally, but I did turn my back on my serf-like existence as a well- paid corporate slave. Sure it was painful and chaotic. But my marriage survived and now I run my own small business. Sometimes I think I made a mistake, as my former affluent life sure was easier. But it takes a movie like this to remind me how empty it was and how much more satisfying it is to take the road less travelled, to forge my own destiny, to have a proper work life balance that allows me to know my kids and to not be sucked into hollow consumerism.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" A Pretty Looking Nightmare
",,"David Fincher is terrific with his camera. Visually his films are a wonder. Unfortunately the contents are so thin that the interiors of his tale vanish very quickly. What remains is ""the look"" and the promise, no matter how unfulfilled the promise remains. Edward Norton is sensational, especially in the first 20 minutes of the movie. Brad Pitt, already a film icon, does his thing, and that, of course, is a plus. Helena Bonham Carter surprised me big time with a facade I had never seen. The slow motion of the smoke coming out of her mouth as Fincher introduces her to us is a work of art in itself but, and that ""but"" is a real problem, nothing remains because deep down there is nothing there but a fantastic eye for and to startle and amaze. I'm sure that sooner or later David Fincher will come out with something that is as powerful inside as it is outside.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Fincher's half
",,"I sat through the first half of this movie with my mouth open. It was so exciting, brilliant, a Fritz Lang for the new millennium. Edward Norton's face. That insomnia that he carries all over him is so magnificently drawn that creates the opposite effect on its audience. I was awake, very awake, sitting on the edge of my seat, devouring every moment, enjoying it like hell. Helena Bonham Carter was a like a great silent movie star doing her first talkie. Pola Negri, Theda Bara. As if this wan't enough, Brad Pitt, and Brad Pitt is Brad Pitt with all its fabulous connotations. Then, can you explain to me why I detested this movie? Why it made me so angry? Can you? I can only tell you that half way through I turned against the movie or the movie turned against me, either way I didn't like it. I felt cheated in the worse possible way. I felt treated like a moron. You start promising me the most unique film experience I've had in a long time but what you delivered was a tired, opportunistic, gimmicky, easy piece of nonsense. Why? David Fincher is one of the most consummated craftsmen American movies have ever had. Don't you agree? He can tell you a story, even something like ""Seven"", a horror thriller, in a way we've never seen before, at least half of it. He has an eye like no other. That's why my frustration. An artist like that putting himself at the service of something that's not done, not finished not worthy of his talents. You may think I'm being a bit too hard on the man. But let me tell you, it's out of love. I expect so much from him, I've seen what he is capable of. But so far have been only halves. Brilliantly acted, sensational to look at, but halves, just halves. He should look at Fritz Lang, Pietro Germi, Alfred Hitchcock, Michael Powell, William Wellman and naturally John Ford, Martin Scorsese and Steven Spielberg. Fincher already inherited something from each one of them. Now the trick is that it isn't a trick. Half is better than nothing. But in the grand scheme of things, it's not enough.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" A complete classic.
",spoiler,"First, for this great masterpiece, I would like to thank David Fincher. The film gives a great message on psychology. But the main purpose is to show what level shambles of today's youth. The film tackles the decline of today's youth in a very hard way. Consumer culture can be said to start with the Starbucks glasses we have seen in the film in many scenes. Consumption in the film can be one of the parts that best describes the society. The Narrator is happiest not in consumption, but in Tyler's punches. It is not a fight against the system, but in the film Fight Club is a rebellious aim. Everyone is alone in the consumer society. Officially something new comes out after today's young people run the thing themselves or dedicate themselves to always search for a leader, this problem offers in a great way the audience. Acting I can say enormous. Formally integrated the roles of the players. Already today, many people have come by Tyler Durden character of history is considered as the best anti-hero. Every part of the film is filled with great criticism about our day. Also great to send on to mention other films. One of the most important elements of the film I'd say the mystery. Indeed, for someone with no knowledge of the subject monitors and film for the first time in a very difficult prediction about the end of the film. Absolutely should for everyone to see, and even to do bedside film is a masterpiece..",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" A lot of depth for those who look.
",spoiler,"To the world: This isn't really a movie about dumb guys beating each other up because they're too bored to do anything else. No, Fight Club is actually about personal and cultural revolution within a corporate consumer society that destroys the human spirit. At least, that's how I saw it.I loved this movie, and rating it a ten is not some whimsical fancy--I don't hand out gold stars for nothing. It looks good, sounds good, pacing, dialogue, acting, etc. are all excellent. Why it didn't rate higher on the mainstream critics' lists for cinematography alone is beyond me.What really makes this movie shine, though, is the unflinching way in which it looks at North American society--our mass consumerism, our slavery to stuffy corporate office jobs, our growing lack of what makes us human. The movie doesn't pull many punches.Norton's character is the automaton office lackey who is desperately searching for meaning in his materialistic shell of a life, Pitt plays the modern-day surfer/hippie Tyler Durden whose devil-may-care, spontaneous attitude to life offers the perfect (?) solution. These two personalities struggle to reconcile their different perspectives on life without destroying their relationship. To make things more difficult, Bonham Carter creates a love triangle to further test the friendship.Is it better to be free, alive, and chaotic, as in Pitt's anarchistic vision, or safe, secure, and bored like Norton's capitalist American Dream life? Or, can a compromise be found? Can love conquer all? This is the peripheral, deeper stuff Fight Club is made of, not the smack-down action that the trailers and critics focused on.This movie demands at least one viewing. If you're queasy about violence (there is a graphic fight scene or two), then watch it with someone who's already seen it and ask for an edited version. Even if you don't end up respecting the movie's message or the complicated questions it asks, it remains a well-crafted film, deserving of recognition.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" David Fincher Film-school 101
",,"I look at the Fincher's movies like a film school . as a filmmaker you can learn lots about directing , filming , lighting , custom , blocking and etc. than a school with formal lessons .
Just watch it like you have to find out something important in film's details .Behrouz Bagheri.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Might be late to the table...
",,"But I just saw this awesome film. I don't know how it escaped me. The performances and twists are unparalleled, even in modern times! Check this if you've been living under a rock like me!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" In Tyler we trust
",spoiler,"""...Advertising has us chasing cars and clothes, working jobs we hate so we can buy things we don't need. We're the middle children of history, man. No purpose or place. We have no Great War. No Great Depression. Our Great War's a spiritual war... our Great Depression is our lives. We've all been raised on television to believe that one day we'd all be millionaires, and movie gods, and rock stars. But we won't. And we're slowly learning that fact. And we're very, very.........."" David Fincher has created a masterpiece based on Chuck Palahniuk's novel.This movie photographs our entire generation,analyzing the dead- ends of our society.The narrator(Edward Norton) has become a person who basically has everything,but nothing.Subconsciously,he tries to find an alternative way to go on with his life but this is not possible cause he has already a wrong perspective.Therefore,he invents Tyler's character as a defensive mechanism.Nobody can realize that they are the same person,until the story shows who Tyler really is and the plot follows a different direction.A great thing about this movie is that Fincher keeps a neutral perspective as the movie ends concerning what is right or wrong.Bombing large buildings is a solution to our society's economic problems?Inventing an alter-ego character is a solution for everybody's personal issues?Creating a fight club is really a way to solve your daily problems?It's up to everyone to make his/her own conclusions at the end of the movie.The director does not preach,he just presents both sides of the same coin. I have read that Brad Pitt has become the only choice for Tyler.I totally agree.This movie would be different with another actor playing this character.It's a brilliant performance.I also think that it wouldn't be among the 10 best movies,if the director was a different one.David Fincher has this ability to deeply analyze a situation and all movie characters.All scenes have his own perspective and the plot never reveals the double character.Norton also gives a unique performance and becomes completely his character which is quite difficult considering that he grows a psychotic behavior. In general,fight club is definitely one of the best movies ever made.It demands more than one viewing in order to be understood completely,but after that it creates lot of discussion.A real masterpiece.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
